invoice_id,customer_id,amount,due_date,customer_historic_dso,customer_prior_disputes,customer_prior_writeoffs,po_mismatch_flag,partial_delivery_flag,customer_pays_after_day_of_month,email_opened,email_replied,is_msme_supplier,latent_cause,hidden_liquidity_day,hidden_ptp_will_promise,hidden_ptp_delay_days,hidden_optout_after_contacts,hidden_clue_noise
INV-0440,CUST-0440,105700.0,2026-05-11,17,0,0,False,False,6,True,False,False,FORGOTTEN,-1,True,8,0,False
INV-0441,CUST-0441,36000.0,2026-05-07,91,0,0,False,False,24,True,False,True,CASH_CRUNCH,63,True,14,0,False
INV-0442,CUST-0442,50300.0,2026-04-18,58,0,1,False,False,25,True,True,True,CASH_CRUNCH,48,True,12,0,False
INV-0443,CUST-0443,109900.0,2026-06-11,49,2,0,False,True,12,True,True,True,DISPUTE,-1,False,19,0,False
INV-0444,CUST-0444,196500.0,2026-05-06,72,0,2,False,False,28,True,False,False,CASH_CRUNCH,64,True,8,0,False
INV-0445,CUST-0445,39600.0,2026-04-20,28,0,0,False,False,15,True,True,True,FORGOTTEN,-1,True,11,0,False
INV-0446,CUST-0446,246800.0,2026-06-27,72,1,3,False,False,4,False,False,True,CHRONIC,-1,True,10,0,False
INV-0447,CUST-0447,34100.0,2026-04-29,44,0,1,False,False,2,True,False,True,FORGOTTEN,-1,True,14,0,False
INV-0448,CUST-0448,598200.0,2026-06-14,68,0,0,False,True,15,True,True,False,DISPUTE,-1,False,14,0,False
INV-0449,CUST-0449,217400.0,2026-05-29,28,0,0,False,False,13,False,False,False,FORGOTTEN,-1,True,7,0,False
INV-0450,CUST-0450,84600.0,2026-06-05,70,0,0,False,False,24,True,False,False,CASH_CRUNCH,68,True,13,0,False
INV-0451,CUST-0451,41900.0,2026-06-22,38,0,0,False,False,15,True,False,False,FORGOTTEN,-1,True,14,0,False
INV-0452,CUST-0452,85600.0,2026-04-16,69,1,3,False,False,21,False,False,True,CHRONIC,-1,True,12,0,False
INV-0453,CUST-0453,219500.0,2026-04-03,63,0,0,False,False,26,False,False,False,CASH_CRUNCH,47,True,19,0,False
INV-0454,CUST-0454,135300.0,2026-06-08,34,1,0,False,False,3,True,True,False,FORGOTTEN,-1,True,15,0,False
INV-0455,CUST-0455,75100.0,2026-04-01,120,1,5,False,False,26,False,False,False,CHRONIC,-1,True,10,0,False
INV-0456,CUST-0456,655800.0,2026-05-01,53,1,0,True,False,26,False,False,True,DISPUTE,-1,False,19,0,True
INV-0457,CUST-0457,92500.0,2026-04-11,38,0,0,False,False,8,True,True,True,FORGOTTEN,-1,False,9,0,False
INV-0458,CUST-0458,97500.0,2026-06-25,63,4,0,False,True,10,True,True,True,FORGOTTEN,-1,True,12,0,True
INV-0459,CUST-0459,55800.0,2026-05-26,64,0,0,False,False,25,True,False,False,CASH_CRUNCH,50,True,13,0,False
INV-0460,CUST-0460,125800.0,2026-04-16,50,0,1,False,False,22,False,False,True,CASH_CRUNCH,52,True,18,0,False
INV-0461,CUST-0461,49700.0,2026-05-01,98,1,3,False,False,21,False,False,True,CHRONIC,-1,True,19,0,False
INV-0462,CUST-0462,100900.0,2026-05-23,34,0,0,False,False,14,True,False,False,FORGOTTEN,-1,True,21,0,False
INV-0463,CUST-0463,115600.0,2026-05-11,48,1,2,False,True,7,True,False,True,DISPUTE,-1,False,21,0,False
INV-0464,CUST-0464,319100.0,2026-06-16,53,0,0,False,False,25,True,False,False,CASH_CRUNCH,53,True,18,0,False
INV-0465,CUST-0465,80200.0,2026-06-29,30,0,0,False,False,14,True,False,True,FORGOTTEN,-1,False,19,0,False
INV-0466,CUST-0466,46900.0,2026-06-06,71,1,1,False,True,17,False,False,True,CHRONIC,-1,True,9,0,False
INV-0467,CUST-0467,83600.0,2026-04-30,44,1,0,False,False,23,True,True,False,CASH_CRUNCH,51,True,16,0,False
INV-0468,CUST-0468,124600.0,2026-05-19,35,0,0,False,False,7,True,False,False,FORGOTTEN,-1,True,20,0,False
INV-0469,CUST-0469,37500.0,2026-06-02,59,0,0,False,False,28,True,False,True,CASH_CRUNCH,70,False,16,4,False
INV-0470,CUST-0470,23600.0,2026-04-18,29,2,0,True,True,5,True,False,False,DISPUTE,-1,False,11,4,False
INV-0471,CUST-0471,146700.0,2026-06-27,110,1,2,False,False,1,False,False,False,CHRONIC,-1,False,13,0,False
INV-0472,CUST-0472,263900.0,2026-04-05,54,0,0,True,False,10,False,False,False,FORGOTTEN,-1,False,12,0,False
INV-0473,CUST-0473,36300.0,2026-05-30,78,0,5,False,False,16,False,False,False,DISPUTE,-1,False,12,0,True
INV-0474,CUST-0474,86800.0,2026-04-03,86,3,1,False,False,5,False,False,False,CASH_CRUNCH,64,True,9,0,True
INV-0475,CUST-0475,101000.0,2026-04-12,26,0,0,False,False,2,True,True,True,FORGOTTEN,-1,False,18,0,False
INV-0476,CUST-0476,80800.0,2026-06-13,67,0,0,False,False,1,True,True,True,FORGOTTEN,-1,True,13,0,False
INV-0477,CUST-0477,38900.0,2026-06-21,46,0,0,False,False,11,True,False,True,FORGOTTEN,-1,True,20,0,False
INV-0478,CUST-0478,481500.0,2026-04-04,57,0,1,False,False,20,True,True,False,CASH_CRUNCH,50,True,8,0,False
INV-0479,CUST-0479,68700.0,2026-04-14,41,0,0,False,False,9,False,False,True,FORGOTTEN,-1,False,14,0,False
INV-0480,CUST-0480,74800.0,2026-05-03,80,1,4,True,False,3,False,False,True,CHRONIC,-1,True,15,0,False
INV-0481,CUST-0481,85900.0,2026-05-11,50,0,0,True,False,14,True,True,True,FORGOTTEN,-1,False,10,0,False
INV-0482,CUST-0482,88500.0,2026-04-27,56,2,0,True,True,8,False,False,True,DISPUTE,-1,False,20,3,False
INV-0483,CUST-0483,182600.0,2026-05-15,46,1,0,False,False,12,True,True,False,FORGOTTEN,-1,True,17,0,False
INV-0484,CUST-0484,347900.0,2026-06-22,73,2,0,False,True,23,True,True,False,CASH_CRUNCH,53,True,13,0,False
INV-0485,CUST-0485,32200.0,2026-04-26,48,0,0,False,False,6,True,False,False,FORGOTTEN,-1,True,14,0,False
INV-0486,CUST-0486,55800.0,2026-06-13,81,3,2,True,True,10,True,True,True,DISPUTE,-1,False,21,0,False
INV-0487,CUST-0487,62200.0,2026-06-25,45,3,1,False,True,2,True,True,False,DISPUTE,-1,False,18,2,False
INV-0488,CUST-0488,43500.0,2026-05-31,58,0,0,True,False,9,True,False,False,FORGOTTEN,-1,True,17,0,False
INV-0489,CUST-0489,552400.0,2026-04-06,79,0,0,False,False,27,True,False,False,CASH_CRUNCH,54,True,17,4,False
INV-0490,CUST-0490,17700.0,2026-04-10,43,3,0,True,True,4,True,True,True,DISPUTE,-1,False,12,0,False
INV-0491,CUST-0491,214900.0,2026-04-27,90,2,2,False,True,4,False,False,False,CHRONIC,-1,True,17,0,False
INV-0492,CUST-0492,103700.0,2026-04-12,67,3,0,False,False,28,True,False,True,CHRONIC,-1,False,20,0,False
INV-0493,CUST-0493,121900.0,2026-06-11,41,2,0,False,False,15,False,False,True,FORGOTTEN,-1,True,20,0,False
INV-0494,CUST-0494,78500.0,2026-05-07,27,0,0,False,False,1,True,False,False,FORGOTTEN,-1,True,19,0,False
INV-0495,CUST-0495,89100.0,2026-04-25,59,0,2,False,False,25,False,False,False,CASH_CRUNCH,53,True,18,0,False
INV-0496,CUST-0496,81900.0,2026-04-05,56,0,0,False,False,7,True,True,True,FORGOTTEN,-1,True,12,0,False
INV-0497,CUST-0497,89400.0,2026-06-05,41,0,0,False,False,11,True,False,True,FORGOTTEN,-1,True,7,0,False
INV-0498,CUST-0498,83700.0,2026-04-21,78,0,0,False,False,26,False,False,True,CHRONIC,-1,True,19,0,False
INV-0499,CUST-0499,7900.0,2026-04-23,100,1,4,False,False,23,False,False,False,CHRONIC,-1,True,18,0,False
INV-0500,CUST-0500,94000.0,2026-05-31,52,0,0,False,False,3,False,False,True,FORGOTTEN,-1,False,16,0,False
